tema,articulo,contenido
35 
40 
45 
0,7 
4 
9 
11 
13 
17 
23 
30 
35 
38 
40 
45 
50 
0,6 
6 
11 
13 
15 
19 
25 
32 
37 
40 
45 
50 
55 
0,5 
8 
13 
15 
17 
21 
27 
35 
45 
50 
55 
60 
65 
0,4 
12 
17 
19 
21 
25 
35 
45 
55 
60 
65 
70 
75 
0,3 
18 
23 
25 
27 
35 
45 
55 
65 
70 
75 
80 
85 
0,2 
25 
30 
32 
35 
45 
55 
65 
75 
80 
85 
90 
95 
0,1 
30 
35 
37 
45 
55 
65 
75 
85 
90 
95 
98 
100 
0,05 
33 
38 
40 
50 
60 
70 
80 
90 
95 
100 
100 
100 
0 
35 
40 
45 
55 
65 
75 
85 
95 
100 
100 
100 
100 
E.c/p* 40 
45 
50 
60 
70 
80 
90 
98 
100 
100 
100 
100 
E.p/i 
** 
45 
50 
55 
65 
75 
85 
95 
100 
100 
100 
100 
100 
* 
Enucleación con prótesis. 
** 
Enucleación, prótesis imposible. 
 
En los casos de pérdida o disminución de la agudeza visual en un solo ojo, estando el otro sano, 
debajo de la primera línea horizontal en la que están señalados los diversos grados indemnizables 
de pérdida o disminución, aparecen insertos los porcentajes de incapacidad correspondientes a cada 
grado (segunda línea horizontal).  
En los casos de pérdida o disminución de la agudeza visual en un solo ojo, estando el otro enfermo 
por afección ajena al trabajo, si la visión restante en uno o ambos ojos es superior al 0,2, el porcentaje 
de incapacidad indemnizable deberá calcularse de acuerdo con la primera línea horizontal o vertical 
de la Tabla No. 1 tal como lo especifica el párrafo anterior. Si la agudeza visual de ambos es de 0,2 
o inferior, el porcentaje de incapacidad indemnizable aparece en la intersección de la columna 
horizontal con la vertical, leyendo una de estas columnas la agudeza visual del ojo derecho y en la 
otra la agudeza visual del ojo izquierdo, como lo especifica el párrafo siguiente. En los casos de 
pérdida o disminución bilateral de la agudeza visual, a consecuencia de riesgo profesional en ambos 
CÓDIGO DE TRABAJO 
 
84 
Incluye las modificaciones de la Ley N° 9343 “Reforma Procesal Laboral” 
ojos, el porcentaje de incapacidad indemnizable aparece en la intersección de la columna vertical y 
de la línea horizontal correspondiente.  
305) Pérdida o disminución permanente (cuando ya no puede ser mejorada con anteojos) de la 
agudeza visual, en trabajadores cuya actividad sea de elevada exigencia visual (visión restante con 
corrección óptica), según la Tabla No. 2  
 
TABLA No. 2 
E.pAv 1 a 
0,8 
0,7 
0,6 
0,5 
0,4 
0,3 
0,2 
0,1 
0,05 
0 
E.c/p* E.p/i 
** 
 
% 
% 
% 
% 
% 
% 
% 
% 
% 
% 
% 
% 
1 a 
0,8 
0 
6 
9 
12 
15 
20 
30 
35 
35 
35 
40 
45 
0,7 
6 
13 
16 
19 
22 
27 
37 
42 
42 
42 
47 
52 
0,6 
9 
16 
19 
22 
25 
30 
40 
45 
45 
45 
52 
57 
0,5 
12 
19 
22 
25 
28 
33 
43 
50 
50 
50 
57 
62 
0,4 
15 
22 
25 
28 
31 
40 
50 
60 
60 
60 
65 
67 
0,3 
20 
27 
30 
33 
40 
50 
60 
70 
70 
70 
75 
77 
0,2 
30 
37 
40 
43 
50 
60 
70 
77 
77 
77 
85 
87 
0,1 
35 
42 
45 
50 
60 
70 
77 
90 
90 
90 
95 
97 
0,05 
35 
42 
45 
50 
60 
70 
77 
90 
95 
95 
100 
100 
0 
35 
42 
45 
50 
60 
70 
77 
90 
95 
98 
100 
100 
E.c/p* 40 
47 
52 
57 
65 
75 
85 
95 
100 
100 
100 
100 
E.p/I 
** 
45 
52 
57 
62 
67 
77 
87 
97 
100 
100 
100 
100 
* 
Enucleación con prótesis 
** 
Enucleación, prótesis imposible 
 
En los casos de pérdida o disminución de la agudeza visual en un solo ojo, estando el otro sano 
debajo de la primera línea horizontal, en la que están señalados los diversos grados indemnizables 
de pérdida o disminución aparecen insertos los porcentajes de incapacidad correspondientes a cada 
grado (segunda línea horizontal). En los casos de pérdida o disminución de la agudeza visual en un 
solo ojo, estando el otro enfermo por afección ajena al trabajo, si la visión restante en uno o ambos 
ojos es superior a 0,2 el porcentaje de incapacidad indemnizable debe de calcularse de acuerdo con 
la primera línea horizontal o vertical de la Tabla No. 2 tal como lo especifica el párrafo anterior.  
Si la agudeza visual de ambos es de 0,2 o inferior, el porcentaje de incapacidad indemnizable 
aparece en la intersección de la columna horizontal con la vertical, leyendo una de estas columnas 
de agudeza visual del ojo derecho y en la otra agudeza visual del ojo izquierdo, como lo especifica 
CÓDIGO DE TRABAJO 
 
85 
Incluye las modificaciones de la Ley N° 9343 “Reforma Procesal Laboral” 
el párrafo siguiente. En los casos de pérdida o disminución bilateral de la agudeza visual, a 
consecuencia de riesgo profesional en ambos ojos, el porcentaje de incapacidad indemnizable 
aparece en la intersección de la columna vertical y de la línea horizontal correspondiente.  
306) Pérdida o disminución permanente de la agudeza visual en sujetos monoculares (ceguera o 
visión inferior a 0,05 en el ojo contra lateral) (visión restante con corrección óptica). De acuerdo con 
la siguiente Tabla No. 3  
 
TABLA No. 3 
Agudeza visual 
Incapacidad en trabajadores 
cuya actividad sea de exigencia 
visual mediana o baja 
Incapacidades en trabajadores 
cuya actividad sea de elevada 
exigencia visual 
0,7 
9 
13 
0,6 
13 
19 
0,5 
17 
25 
0,4 
25 
31 
0,3 
45 
50 
0,2 
65 
70 
0,1 
85 
90 
0,05 
95 
100 
0 
100 
100 
 
307) Extracción o atrofia de un globo ocular con deformación ostensible 
que permita el uso de prótesis  
 
 
 
 
 
 
35 
308) Con lesiones cicatrizantes o modificaciones anatómicas que impidan 
el uso de prótesis 
 
 
 
 
 
 
 
 
40 
309) Al aceptarse el servicio de los trabajadores, se considerará, para reclamos posteriores, por 
pérdida de la agudeza visual, la que tiene la unidad aunque tuvieran 0,8 (ocho décimos en cada ojo).  
310) Los escotomas centrales se evalúan según la determinación de la agudeza visual, aplicando 
las tablas anteriores.  
311) Estrechez del campo visual (*), conservando un campo de 30° a partir del punto de fijación en 
un solo ojo 
 
 
 
 
 
 
 
 
 
10 
Para la evaluación del campo visual, la extensión del campo visual debe ser evaluada en un 
perímetro utilizando un objetivo blanco de 3 mm de diámetro a una distancia de 330 mm bajo 
iluminación adecuada.  
En afaquía no corregida el objetivo debe ser blanco y de 6 mm de diámetro.  
El objetivo debe ser traído de la parte ciega del campo visual a la vidente.  
CÓDIGO DE TRABAJO 
 
86 
Incluye las modificaciones de la Ley N° 9343 “Reforma Procesal Laboral” 
Por lo menos dos evaluaciones del campo visual deben ser hechas, y éstas deben de coincidir con 
diferencias no mayores de 15° en cada uno de los ocho puntos de los meridianos principales 
separados entre sí por 45°.  
La variación en el porcentaje de incapacidad debe ser de acuerdo a las exigencias visuales de la 
ocupación de cada trabajador.  
312) En ambos ojos 
 
 
 
 
 
 
 
 
15-30 
313) Estrechez del campo visual conservando un campo de menos de 30° en  
un solo ojo 
 
 
 
 
 
 
 
 
 
15-35 
314) En ambos ojos 
 
 
 
 
 
 
 
 
40-90 
Hemianopsias verticales  
315) Homónimas, derecho o izquierdo  
 
 
 
 
 
20-35 
316) Heterónimas binasales 
 
 
 
 
 
 
 
10-15 
317) Heterónimas bitemporales  
 
 
 
 
 
 
40-60 
Hemianopsias horizontales  
318) Superiores 
 
 
 
 
 
 
 
 
10-25 
319) Inferiores  
 
 
 
 
 
 
 
 
30-50 
320) En cuadrante superior 
 
 
 
 
 
 
 
10 
321) En cuadrante inferior 
 
 
 
 
 
 
 
20-25 
Hemianopsia en sujetos monoculares (visión conservada en un ojo y abolida o menor de 0,05 en el 
contralateral),con visión central. 
322) Nasal 
 
 
 
 
 
 
 
 
 
60-70 
323) Inferior 
 
 
 
 
 
 
 
 
 
70-80 
324) Temporal  
 
 
 
 
 
 
 
 
80-90 
En los casos de Hemianopsia con pérdida de la visión central uni o bilateral se agregará al porcentaje 
de valuación correspondiente.  
Trastornos de la movilidad ocular 
325) Estrabismo por lesión muscular o alteración nerviosa 
correspondiente sin diplopía, en pacientes que previamente carecían de fusión  
5-10 
326) Diplopía susceptible de corrección con prismas o posición compensadora  
de la cabeza 
 
 
 
 
 
 
 
 
 
5-20 
327) Diplopía en la parte inferior del campo 
 
 
 
 
 
10-25 
328) Diplopía no susceptible de corrección con prismas o posición compensadora de la cabeza, 
acompañada ésta de ptosis palpebral con o sin oftalmoplegía interna, 
que amerite la oclusión de un ojo 
 
 
 
 
 
 
20 
329) Diplopía no susceptible de corregirse con prismas o mediante posición compensadora de la 
cabeza, por lesión nerviosa bilateral que limite los movimientos de ambos ojos y reduzca el campo 
visual por la desviación, originando desviación de la cabeza para fijar, además de la oclusión de un 
ojo 
 
 
 
 
 
 
 
 
 
 
40-50 
CÓDIGO DE TRABAJO 
 
87 
Incluye las modificaciones de la Ley N° 9343 “Reforma Procesal Laboral” 
Otras lesiones  
330) Afaquía unilateral corregible con lente de contacto:  
Agregar 10% de incapacidad al porcentaje correspondiente a la disminución 
de la agudeza visual, sin que la suma sobrepase de 
 
 
 
 
35 
331) Afaquía bilateral corregible con anteojos o lentes de contacto:  
Agregar 25% de incapacidad al porcentaje correspondiente a la disminución de la agudeza visual, 
sin que la suma sobrepase al 100%.  
332) Catarata traumática uní o bilateral inoperable, será indemnizada 
de acuerdo con la disminución de la agudeza visual.  
333) Oftalmoplegía interna total unilateral 
 
 
 
 
 
10-15 
334) Bilateral 
 
 
 
 
 
 
 
 
 
15-30 
335) Midriasis, iridodiálisis, iridectomía en sector o cicatrices, cuando  
ocasionan trastornos funcionales, en un ojo 
 
 
 
 
 
5 
336) En ambos ojos 
 
 
 
 
 
 
 
 
10 
337) Ptosis palpebral parcial unilateral, pupila descubierta 
 
 
 
5 
338) Ptosis palpebral o blefaro-espasmo unilaterales, no resueltos quirúrgicamente,  
cuando cubren el área pupilar, serán indemnizados de acuerdo con la disminución  
de la agudeza visual.  
339) Ptosis palpebral bilateral  
 
 
 
 
 
 
10-70 
Estas incapacidades se basan en el grado de la visión, en posición primaria 
(mirada horizontal de frente).  
340) Desviación de los bordes palpebrales (entropión, triquiasis,  
icatrices deformantes, simblefarón, anquiloblefarón unilateral)  
 
 
5-15 
341) Bilateral 
 
 
 
 
 
 
 
 
 
10-25 
Alteración de las vías lagrimales o epífora  
342) Epífora (lagrimeo) por extropión cicatricial o paralítico unilateral 
 
 
5-10 
343) Bilateral 
 
 
 
 
 
 
 
 
 
10-15 
344) Epífora 
 
 
 
 
 
 
 
 
 
5-15 
345) Fístulas lagrimales 
 
 
 
 
 
 
 
 
10-15 
Cara, nariz, boca y órganos anexos  
Cicatrices del rostro que ocasionan desfiguración facial y que alteran la presentación 
física personal, se valoran según la desfiguración y las características de las lesiones  
como: leve, moderada o grave  
 
 
 
 
 
 
1-50 
346) Pérdida de olfato (anosmía o hiposmía) 
 
 
 
 
 
2-5 
347) Mutilación parcial de la nariz, sin estenosis, no corregible, plásticamente 
 
10-20 
348) Pérdida total de la nariz sin estenosis, no reparable plásticamente  
 
30 
349) Cuando haya sido reparada plásticamente  
 
 
 
 
5-50 
350) Cuando la nariz quede reducida a un muñón cicatrizal con estenosis 
 
30-40 
CÓDIGO DE TRABAJO 
 
88 
Incluye las modificaciones de la Ley N° 9343 “Reforma Procesal Laboral” 
351) Mutilaciones extensas, cuando comprendan los dos maxilares superiores 
y la nariz, según la pérdida de sustancias de las partes blandas  
 
 
20-50 
352) Mutilaciones extensas cuando comprendan los dos maxilares superiores,  
huesos molares, la nariz, según la pérdida de sustancias 
 
 
 
30-50 
353) Mutilaciones extensas cuando comprendan los maxilares superiores,  
sin compromiso de otros tejidos u órganos, con conservación de la mandíbula  
10-30 
354) Mutilaciones de las apófisis horizontales del maxilar superior,  
con penetración a fosas nasales o antros maxilares a reconstruir con prótesis 
 
15-30 
355) Pérdida unilateral del maxilar superior en pacientes dentados 
 
 
15-30 
356) Pérdida unilateral del maxilar superior del lado correspondiente,  
en pacientes edentados 
 
 
 
 
 
 
 
 
10-20 
357) Pérdida del hueso mandibular total, con conservación de los 
maxilares superiores 
 
 
 
 
 
 
 
 
30-50 
358) Pérdida total de las apófisis alveolares superiores e inferiores  
que involucran los procesos alveolo-dentario con posibilidad de prótesis 
 
 
10-20 
359) Pérdida total de las apófisis alveolares superiores e inferiores sin el  
complejo alveolo dentario, sea en pacientes edentados totales o parciales  
sin posibilidad de rehabilitación protésica 
 
 
 
 
 
30-40 
360) Mutilaciones que comprendan un maxilar superior y el inferior 
 
 
30-35 
361) Mutilación de la rama horizontal del maxilar inferior sin prótesis posible,  
o del maxilar en su totalidad 
 
 
 
 
 
 
 
20-35 
362) Pseudoartrosis del maxilar superior con masticación imposible 
 
 
20-40 
363) Pseudoartrosis del maxilar superior con masticación posible pero limitada  
10-30 
364) Pseudoartrosis del maxilar superior con mejoría comprobada de la masticación  
con prótesis de fijación dentaria 
 
 
 
 
 
 
 
5-20 
365) Pérdida de sustancias en la bóveda palatina no resueltas quirúrgicamente,  
según el sitio y la extensión 
 
 
 
 
 
 
 
10-25 
366) Pérdida de la bóveda palatina resuelta quirúrgicamente con fines protésicos,  
con mejoría funcional fonética y masticatoria comprobada 
 
 
 
5-20 
367) Pseudoartrosis del maxilar inferior pero con masticación posible,  
imposible de resolver la Pseudoartrosis por medios quirúrgicos  
 
 
15-30 
368) Pseudoartrosis mandibular, sea la rama ascendente u horizontal  
con capacidad funcional de la mandíbula con impedimento para el uso de la prótesis 
20-40 
369) Pseudoartrosis del maxilar inferior, con o sin pérdida de sustancia,  
no resuelta quirúrgicamente, con masticación insuficiente o abolida 
 
 
20-40 
370) Consolidaciones defectuosas de los maxilares, que dificulten la articulación  
de los arcos dentarios y limiten la masticación  
 
 
 
 
10-25 
371) Cuando la dificultad de la oclusión dentaria sea parcial 
 
 
 
5-10 
CÓDIGO DE TRABAJO 
 
89 
Incluye las modificaciones de la Ley N° 9343 “Reforma Procesal Laboral” 
372) Pérdida de todas las piezas dentarias, prótesis tolerada. 
 
 
 
20 
373) Pérdida de una o varias piezas con prótesis:  
 
 
Tolerada (%) 
Capacidad General. 
No Tolerada (%) 
Capacidad Gral . 
de un incisivo 
0,2 
0,3 
del canino 
0,4 
0,6 
del primer premolar 
0,6 
0,9 
del segundo premolar 
0,9 
1,35 
del primer molar 
1,3 
1,95 
del segundo molar 
1,3 
1,95 
del tercer molar 
0,1 
0,15 
 
374) Pérdida total de las piezas dentarias, prótesis no tolerada  
 
 
30 
375) Pérdida completa de un arco dentario, prótesis no tolerada 
 
 
 
15 
376) Pérdida completa de un arco dentario, prótesis tolerada 
 
 
 
10 
377) Pérdida de la mitad de un arco dentario, prótesis no tolerada 
 
 
8 
378) Pérdida de la mitad de un arco dentario, prótesis tolerada  
 
 
5 
379) Pérdida total del aparato masticatorio, tanto maxilar superior como  
mandibular, sin posibilidad de reconstrucción 
 
 
 
 
 
20-40 
380) Bridas cicatrízales que limiten la apertura de la boca, impidiendo la  
higiene bucal, la pronunciación, y la masticación, con o sin sialorrea 
 
 
10-25 
381) Luxación irreductible de la articulación témporo-maxilar, según el  
grado de entorpecimiento funcional 
 
 
 
 
 
 
20-40 
382) Amputación más o menos extensa de la lengua, con adherencias y  
según el entorpecimiento de las palabras y de la deglución 
 
 
 
10-30 
383) Fístula salival cutánea, no resuelta quirúrgicamente 
 
 
 
2-10 
384) Pérdida de la relación céntrica por luxación dentaria u otras etiologías traumáticas 10-30 
385) Oclusión céntrica no funcional por factores etiológicos de carácter  
traumático inmediato 
 
 
 
 
 
 
 
 
10-30 
386) Anquilosis de la articulación témporo-mandibular por etiología traumática  
que afecta los centros de crecimiento mandibular (niños) 
 
 
 
15-40 
387) Anquilosis de la articulación témporo-mandibular por fractura de los cóndilos  
mandibulares. Deberá valorarse el grado de apertura bucal total con el grado de  
imposibilidad de su apertura en relación al desplazamiento condilar 
 
 
15-40 
388) Trismus de la articulación témporo-mandibular según sea el o los  
músculos de la masticación afectados  
 
 
 
 
 
5-20 
CÓDIGO DE TRABAJO 
 
90 
Incluye las modificaciones de la Ley N° 9343 “Reforma Procesal Laboral” 
389) Disminución de los movimientos mandibulares, ya sea de tipo esquelético,  
articular o muscular 
 
 
 
 
 
 
 
 
5-20 
390) Desfiguración facial por pérdida de sustancia total o parcial de  
uno de los labios 
 
 
 
 
 
 
 
 
15-30 
391) Asimetría facial de carácter cosmético por parálisis traumática  
del nervio facial  
 
 
 
 
 
 
 
 
15-30 
392) Parestesias máxilo-mandibulares por lesión periférica de las ramas  
terminales dentarias del nervio trigémino 
 
 
 
 
 
10-30 
393) Pérdida de la vitalidad pulpar de origen traumático comprobable de los  
incisivos superiores 
 
 
 
 
 
 
 
 
5-10 
394) Pérdida de la vitalidad pulpar de origen traumático comparable de los  
incisivos inferiores 
 
 
 
 
 
 
 
 
5-10 
395) Pérdida de la vitalidad pulpar de origen traumático comparable de  
cualquier otra pieza dentaria no incluida en los artículos anteriores 
 
 
2-10 
396) Fracturas coronarias con conservación de la porción radicular del diente  
para prótesis de tipo fijo con conservación vital  
 
 
 
 
5-10 
397) Fractura coronaria con conservación de la porción radicular del diente,  
para prótesis de tipo fijo, pero con pérdida de la vitalidad, susceptible a 
 tratamientos endodócicos 
 
 
 
 
 
 
 
5-10 
Cuello 
398) Desviación (tortícolis) por retracción muscular o amplia cicatriz 
 
 
10-25 
399) Flexión anterior cicatrizal, estando el mentón en contacto con el esternón  
20-50 
400) Estrechamientos cicatrízales de la laringe que produzcan disfonía  
 
5-15 
401) Que produzcan afonía sin disnea  
 
 
 
 
 
10-30 
402) Cuando produzcan disnea de grandes esfuerzos  
 
 
 
5-10 
403) Cuando produzcan disnea de medianos o pequeños esfuerzos 
 
 
10-50 
404) Cuando produzcan disnea de reposo 
 
 
 
 
 
50-80 
405) Cuando por disnea se requiera el uso de cánula traqueal a permanencia de 
70-90 
406) Cuando causen disfonía (o afonía) y disnea 
 
 
 
 
20-70 
407) Estrechamiento cicatrizal de la faringe con perturbación de la deglución 
 
20-40 
Tórax y su contenido  
408) Secuelas discretas de fractura aislada del esternón  
 
 
 
3-5 
409) Con hundimiento o desviación sin complicaciones profundas 
 
 
10-20 
410) Secuelas de fractura de una a tres costillas, con dolores permanentes  
ante el esfuerzo 
 
 
 
 
 
 
 
 
3-10 
411) De fracturas costales con callo deforme, doloroso y  
dificultad al esfuerzo torácico o abdominal 
 
 
 
 
 
5-15 
412) Con hundimiento y trastornos funcionales más acentuados 
 
 
 
10-30 
CÓDIGO DE TRABAJO 
 
91 
Incluye las modificaciones de la Ley N° 9343 “Reforma Procesal Laboral” 
413) Adherencias y retracciones cicatrízales pleurales 
consecutivas a traumatismo 
 
 
 
 
 
 
 
10-30 
414) Secuelas postraumáticas con lesiones bronco-pulmonares según el grado  
de lesión orgánica y de los trastornos funcionales residuales 
 
 
 
5-80 
415) Fibrosis neumoconiótica (radiológicamente con opacidades lineales  
o reticulares generalizadas, u opacidades puntiformes, grados 1 ó 2, 
u opacidades miliares grado 1, habitualmente), con función cardiorrespiratoria,  
sensiblemente normal  
 
 
 
 
 
 
 
5-10 
416) Fibrosis neumonomiótica (radiológicamente con opacidades puntiformes  
grados 2 ó 3, u opacidades miliares grados 1 ó 2, u opacidades nodulares  
grado 1, habitualmente), con insuficiencia cardiorrespiratoria ligera, parcial o completa 5-20 
417) Fibrosis neumoconiótica (radiológicamente con opacidades puntiformes  
grado 3, u opacidades miliares grados 2 ó 3, u opacidades nodulares  
grados 1, 2 ó 3, u opacidades confluentes grados A o B,  
habitualmente), con insuficiencia cardiorrespiratoria media  
 
 
 
30-50 
418) Fibrosis neumoconiótica (radiológicamente con opacidades miliares grado 3, 
 y opacidades nodulares grado 2 ó 3, u opacidades confluentes  
grados B o C, habitualmente) con insuficiencia cardiorrespiratoria acentuada o grave 
60-100 
419) Fibrosis neumoconiótica infectada de tubérculos, clínica y  
bacteriológicamente curada; agregar 20% al monto de las incapacidades  
consignadas en las fracciones anteriores relativas, sin exceder del 100%.  
420) Fibrosis neumoconiótica infectada de tuberculosis, no curada  
clínica ni bacteriológicamente abierta 
 
 
 
 
 
 
100 
421) Las neumoconiosis no fibróticas y el enfisema pulmonar se valuarán  
según el grado de insuficiencia cardiorrespiratoria, de acuerdo con los  
porcentajes señalados en las fracciones relativas anteriores.  
422) Hernia diafragmática postraumática no resuelta quirúrgicamente 
 
 
10-30 
423) Estrechamiento del esófago no resuelto quirúrgicamente  
 
 
10-60 
424) Adherencias pericárdicas postraumáticas sin insuficiencia cardíaca 
 
5-20 
425) Con insuficiencia cardíaca, según su gravedad 
 
 
 
 
20-100 
Abdomen 
Únicamente se considerarán hernias que dan derecho a indemnización: 
a) Las que aparezcan bruscamente a raíz de un traumatismo violento sufrido en el trabajo, que 
ocasione roturas o desgarramientos de la pared abdominal o diafragma y se acompañen con un 
síndrome abdominal agudo y bien manifiesto.  
b) Las que sobrevengan a los trabajadores predispuestos como consecuencia de un traumatismo o 
esfuerzo, siempre que éste sea violento, imprevisto y anormal en relación con el trabajo que 
habitualmente ejecuta la víctima.  
CÓDIGO DE TRABAJO 
 
92 
Incluye las modificaciones de la Ley N° 9343 “Reforma Procesal Laboral” 
426) Hernia inguinal, crural o epigástrica inoperables 
 
 
 
 
15-20 
427) Las mismas, reproducidas después de tratamiento quirúrgico 
 
 
10-20 
428) Cicatrices viciosas de la pared abdominal que produzcan  
alguna incapacidad 
 
 
 
 
 
 
 
 
5-20 
429) Cicatrices con eventración inoperables o no resueltas quirúrgicamente 
 
10-40 
430) Fístulas del tubo digestivo o de sus anexos, inoperables o que produzcan  
alguna incapacidad 
 
 
 
 
 
 
 
 
10-40 
431) Otras lesiones de los órganos contenidos en el abdomen, que produzcan como 
 consecuencia alguna incapacidad probada 
 
 
 
 
 
5-70 
432) Esplenectomía postrauma  
 
 
 
 
 
 
10 
433) Laparatomía simple 
 
 
 
 
 
 
 
5 
Aparato génito-urinario 
434) Pérdida o atrofia de un testículo 
 
 
 
 
 
 
10 
435) De los dos testículos, tomando en consideración la edad  
 
 
40-100 
436) Pérdida total o parcial del pene 
 
 
 
 
 
 
30-100 
437) Con estrechamiento del orificio uretal perineal o hipogástrico 
 
 
50-100 
438) Por la pérdida de un seno  
 
 
 
 
 
 
10-25 
439) De los dos senos  
 
 
 
 
 
 
 
20-40 
440) Pérdida orgánica o funcional de un riñón estando normal el contra-lateral, tomando  
en cuenta el estado de la cicatriz parietal y la edad 
 
 
 
 
20-40 
441) Con perturbación funcional del riñón contra-lateral tomando en cuenta el estado  
de la cicatriz parietal y la edad  
 
 
 
 
 
 
40-90 
442) Incontenencia de la orina, permanente 
 
 
 
 
 
20-40 
443) Estrechamiento franqueable de la uretra anterior, no resuelto quirúrgicamente 
20-40 
444) Estrechamiento franqueable por lesión incompleta de la uretra posterior,  
no resuelto quirúrgicamente 
 
 
 
 
 
 
 
30-60 
445) Estrechamiento infranqueable de la uretra postraumático no resuelto 
quirúrgicamente, que obligue a efectuar micción por un meato perineal o hipogástrico 
40-80 
Clasificaciones diversas  
446) Por enajenación mental que sea resultado de algún accidente o riesgo 
del trabajo 
 
 
 
 
 
 
 
 
 
100 
447) Por lesiones producidas por la acción de la energía radiante, serán  
indemnizadas de acuerdo con las modalidades especiales de la incapacidad 
 
10-100 
448) Las cicatrices producidas por amplias quemaduras de los tegumentos serán indemnizadas 
tomando en cuenta la extensión y la profundidad de las zonas cicatrices, independientemente de las 
perturbaciones funcionales que acarreen en los segmentos adyacentes.  
449) Lesiones que provoquen grave mutilación o desfiguración notable al 
trabajador, según el grado de mutilación o desfiguración 
 
 
 
10-100 
CÓDIGO DE TRABAJO 
 
93 
Incluye las modificaciones de la Ley N° 9343 “Reforma Procesal Laboral” 
El Poder Ejecutivo podrá, por vía de decreto, habiendo oído previamente el criterio de la Junta 
Directiva del Instituto Nacional de Seguros, modificar o ampliar la tabla de impedimentos físicos, 
únicamente en forma tal que mejore los porcentajes que corresponden a pérdida de la capacidad 
general, en beneficio de los trabajadores.  
Para los efectos de esta ley, se adopta la siguiente tabla de enfermedades de trabajo:  
Neumoconiosis y enfermedades broncopulmonares producidas por aspiración de polvos y 
humos de origen animal, vegetal o mineral  
1) Afecciones ocasionadas por la inhalación de polvos de lana.  
2) Afecciones ocasionadas por inhalación de polvos de pluma, cuerno, hueso, crin, pelo y seda.  
3) Afecciones ocasionadas por inhalación de polvos de madera.  
4) Tabacosis, afecciones ocasionadas por inhalación de polvos de tabaco.  
5) Bagazosis: afecciones ocasionadas por inhalación de polvos de bagazo, como en la industria 
azucarera.  
6) Suberosis: afecciones ocasionadas por inhalación de polvos de corcho.  
7) Afecciones ocasionadas por inhalación de polvos de cereales, harinas, heno, paja, yute, ixtle y 
henequén.  
8) Bisinosis en afecciones ocasionadas por hilados y tejidos de algodón.  
9) Canabiosis: afecciones producidas por inhalación de polvos de cáñamo.  
10) Linosis: afecciones producidas por inhalación de polvo de lino.  
11) Asma de los impresores causada por la goma arábiga.  
12) Antracosis: causada por afecciones del polvo del carbón.  
13) Sinderosis: causada por afecciones del polvo de hierro.  
14) Calcicosis: causada por afecciones de sales cálcicas.  
15) Baritosis: afecciones producidas por polvo de bario.  
16) Estañosis: afecciones producidas por polvo de estaño.  
17) Silicatosis: afecciones producidas por silicatos.  
18) Afecciones ocasionadas por inhalación de abrasivos sintéticos, esmeril, carborundo y aloxita, 
utilizados en la preparación de muelas, papeles abrasivos y pulidores.  
19) Silicosis.  
20) Asbestosis o amiantosis.  
21) Beriliosis o gluciniosis: afecciones ocasionadas por inhalación de polvos de berilio o glucinio.  
22) Afecciones causadas por inhalación de polvo de cadmio.  
23) Afecciones causadas por inhalación de polvos de vanio.  
24) Afecciones causadas por inhalación de polvos de uranio.  
25) Afecciones causadas por inhalación de polvos de manganeso (neumonía manganésica).  
26) Afecciones causadas por inhalación de polvos de cobalto.  
27) Talcosis o esteatosis.  
28) Aluminosis o ""pulmón de aluminio"".  
CÓDIGO DE TRABAJO 
 
94 
Incluye las modificaciones de la Ley N° 9343 “Reforma Procesal Laboral” 
29) Afecciones causadas por inhalación de polvos de mica.  
30) Afecciones causadas por inhalación de tierra de diatomeas (tierra de infusorios, diatomita, trípoli, 
kieselgur).  
Enfermedades de las vías respiratorias producidas por inhalación de gases y vapores  
Afecciones provocadas por sustancias químicas inorgánicas u orgánicas, que determinen acción 
asfixiante simple o irritante de las vías respiratorias superiores, o irritante de los pulmones.  
31) Asfixia producida por el ázoe o nitrógeno.  
32) Por el anhídrido carbónico o bióxido de carbono.  
33) Por el metano, etano, propano y butano.  
34) Por el acetileno.  
35) Acción irritante de las vías respiratorias superiores, producida por el amoníaco.  
36) Por el anhidro sulforoso.  
37) Por el formaldehído o formol.  
38) Por aldehídos, acrídina, acroleína, furtural, acetato de metilo, formiato de metilo, compuestos de 
selenio, estireno y cloruro de azufre.  
39) Acción irritante sobre los pulmones, producida por el cloro.  
40) Por el fosgeno o cloruro de carbonilo.  
41) Por los óxidos de ázoe o vapores nitrosos.  
42) Por el anhidro sulfúrico.  
43) Por el ozono.  
44) Por el bromo.  
45) Por el flúor y sus compuestos.  
46) Por el sulfato de metilo.  
47) Asma bronquial producida por los alcaloides y éter dietílico, diclorato, poli-isocianatos y di-
isocianato de tolueno.  
Dermatosis  
Enfermedades de la piel provocadas por agentes mecánicos, físicos, químicos inorgánicos u 
orgánicos, que actúan como irritantes primarios o sensibilizantes, o que provocan quemaduras 
químicas, que se presentan generalmente bajo las formas eritematosa, edemotosa, vesiculosa, 
eczematosa o costrosa.  
48) Dermatosis por acción del calor.  
49) Dermatosis por exposición a bajas temperaturas.  
50) Dermatosis por acción de la luz solar y rayos ultravioleta.  
51) Dermatosis producidas por ácidos clorhídrico, sulfúrico, nítrico, fluorhídrico, fluosilícico, 
clorosulfónico.  
